                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    474,                0.17116,                0.10967,                 0.7583,                0.21481,                0.47346,                0.32075,                0.27381,                0.72226,                 2.4839,                0.82187,              0.0006544,              0.0006544,              0.0006544
                    475,                0.16917,                0.11042,                 0.7583,                 0.2149,                0.46668,                0.32387,                0.27691,                0.72397,                 2.4966,                  0.822,              0.0006346,              0.0006346,              0.0006346
                    476,                0.17007,                0.10961,                 0.7567,                0.21581,                0.46668,                0.32006,                0.27374,                0.72705,                 2.4966,                0.82254,              0.0006148,              0.0006148,              0.0006148
                    477,                 0.1685,                0.10994,                 0.7572,                0.21216,                0.46911,                0.31985,                0.27309,                0.72462,                 2.4918,                0.82177,               0.000595,               0.000595,               0.000595
                    478,                0.16799,                0.10925,                0.75839,                0.21069,                0.46197,                0.32078,                0.27343,                0.72418,                 2.4871,                0.82152,              0.0005752,              0.0005752,              0.0005752
                    479,                0.17054,                0.11103,                0.75901,                0.21261,                0.46846,                0.32159,                0.27542,                0.72334,                 2.4887,                0.82132,              0.0005554,              0.0005554,              0.0005554
                    480,                 0.1703,                0.10862,                0.75855,                0.21442,                0.46311,                0.32187,                0.27526,                0.72326,                 2.4929,                0.82145,              0.0005356,              0.0005356,              0.0005356
                    481,                0.17245,                0.10962,                0.75801,                0.21318,                0.46489,                0.32109,                0.27402,                0.72693,                 2.4996,                 0.8225,              0.0005158,              0.0005158,              0.0005158
                    482,                  0.168,                 0.1111,                0.75719,                0.20906,                0.46489,                0.32164,                0.27416,                0.72445,                 2.4922,                0.82193,               0.000496,               0.000496,               0.000496
                    483,                0.17186,                0.11026,                0.75642,                0.21431,                0.46489,                0.32076,                0.27442,                 0.7255,                 2.4985,                0.82155,              0.0004762,              0.0004762,              0.0004762
                    484,                0.17107,                0.11264,                0.75738,                0.21385,                0.46311,                0.31964,                0.27278,                0.72554,                 2.5012,                0.82174,              0.0004564,              0.0004564,              0.0004564
                    485,                0.17084,                0.11218,                0.75719,                0.21157,                0.46311,                0.31928,                0.27297,                0.72607,                 2.5009,                0.82218,              0.0004366,              0.0004366,              0.0004366
                    486,                0.17005,                0.11255,                0.75707,                0.21454,                0.47054,                 0.3216,                0.27442,                0.72458,                 2.5051,                0.82168,              0.0004168,              0.0004168,              0.0004168
                    487,                0.16908,                0.11235,                0.75797,                0.21621,                0.47168,                0.32169,                0.27462,                0.72488,                 2.5014,                0.82188,               0.000397,               0.000397,               0.000397
                    488,                 0.1703,                0.11316,                0.75764,                0.21445,                0.47168,                0.32014,                0.27334,                0.72501,                 2.5029,                0.82213,              0.0003772,              0.0003772,              0.0003772
                    489,                0.17053,                0.11202,                0.75807,                0.21404,                0.47168,                0.31985,                0.27293,                0.72491,                 2.5038,                0.82211,              0.0003574,              0.0003574,              0.0003574
                    490,                0.16812,                0.11124,                0.75692,                0.21348,                0.47168,                0.31999,                0.27323,                0.72555,                 2.5028,                0.82216,              0.0003376,              0.0003376,              0.0003376
                    491,                0.16888,                0.11076,                0.75752,                 0.2176,                0.47168,                0.32129,                0.27416,                 0.7272,                  2.497,                 0.8221,              0.0003178,              0.0003178,              0.0003178
                    492,                0.17061,                0.11128,                0.75785,                0.21915,                0.47233,                0.32174,                0.27434,                0.72613,                  2.494,                0.82219,               0.000298,               0.000298,               0.000298
                    493,                0.17119,                0.11299,                0.75731,                0.22059,                0.47233,                0.32207,                0.27486,                0.72582,                 2.5019,                0.82219,              0.0002782,              0.0002782,              0.0002782
                    494,                0.17109,                0.11279,                0.75697,                0.21842,                0.47168,                0.31743,                0.27135,                0.72663,                 2.5076,                0.82241,              0.0002584,              0.0002584,              0.0002584
                    495,                0.17253,                0.11449,                0.75756,                0.22058,                0.47168,                0.32224,                0.27524,                0.72572,                  2.503,                0.82227,              0.0002386,              0.0002386,              0.0002386
                    496,                0.16934,                0.11239,                0.75842,                0.21772,                0.46668,                0.32029,                0.27465,                0.72485,                 2.5002,                0.82226,              0.0002188,              0.0002188,              0.0002188
                    497,                0.16972,                0.11126,                0.75618,                0.21611,                0.46668,                0.31977,                0.27264,                0.72493,                 2.4974,                0.82197,               0.000199,               0.000199,               0.000199
                    498,                0.16912,                0.11201,                0.75813,                0.21845,                0.47168,                0.32164,                0.27533,                0.72525,                 2.4975,                 0.8225,              0.0001792,              0.0001792,              0.0001792
                    499,                0.17133,                0.11104,                0.75703,                0.21708,                0.47168,                0.32066,                0.27361,                0.72493,                 2.4966,                0.82237,              0.0001594,              0.0001594,              0.0001594
                    500,                0.17027,                0.11291,                0.75762,                0.21874,                0.47168,                0.32026,                0.27358,                0.72441,                 2.4995,                0.82206,              0.0001396,              0.0001396,              0.0001396
